ENSMUSG00000008575	ENSMUSG00000005583	ENSMUSG00000040732	ENSMUSG00000025959	ENSMUSG00000000317	ENSMUSG00000020160	ENSMUSG00000064141	ENSMUSG00000032035	ENSMUSG00000050919	ENSMUSG00000031627	ENSMUSG00000069378	ENSMUSG00000044167	ENSMUSG00000031103	ENSMUSG00000025529	ENSMUSG00000029553	ENSMUSG00000006311	ENSMUSG00000055435	ENSMUSG00000022895	ENSMUSG00000053477	ENSMUSG00000018604	ENSMUSG00000008398	ENSMUSG00000029178	ENSMUSG00000024238	ENSMUSG00000027684	ENSMUSG00000062327	ENSMUSG00000028565	ENSMUSG00000000078	ENSMUSG00000023902	ENSMUSG00000027583	ENSMUSG00000028163	ENSMUSG00000038227	ENSMUSG00000024985	ENSMUSG00000053007	ENSMUSG00000022150	ENSMUSG00000040929	ENSMUSG00000046470	ENSMUSG00000024406	ENSMUSG00000020484	ENSMUSG00000000094	ENSMUSG00000024140	ENSMUSG00000063632	ENSMUSG00000044220	ENSMUSG00000025902	ENSMUSG00000026628	ENSMUSG00000040270	ENSMUSG00000020185	ENSMUSG00000057098	ENSMUSG00000038236	ENSMUSG00000055148	ENSMUSG00000027210	ENSMUSG00000030788	ENSMUSG00000042439	ENSMUSG00000048402	ENSMUSG00000032446	ENSMUSG00000030341	ENSMUSG00000027361	ENSMUSG00000027547	ENSMUSG00000000938	ENSMUSG00000068551	ENSMUSG00000018698	ENSMUSG00000058881	ENSMUSG00000055799	ENSMUSG00000028466	ENSMUSG00000071637	ENSMUSG00000048410	ENSMUSG00000040433	ENSMUSG00000034041	ENSMUSG00000021877	ENSMUSG00000047003	ENSMUSG00000007805	ENSMUSG00000079277	ENSMUSG00000075040	ENSMUSG00000055053	ENSMUSG00000033713	ENSMUSG00000026436	ENSMUSG00000016087	ENSMUSG00000056758	ENSMUSG00000075588	ENSMUSG00000026104	ENSMUSG00000038700	ENSMUSG00000026398	ENSMUSG00000036139	ENSMUSG00000021972	ENSMUSG00000021506	ENSMUSG00000037465	ENSMUSG00000023079	ENSMUSG00000099083	ENSMUSG00000038210	ENSMUSG00000019564	ENSMUSG00000034762	ENSMUSG00000062991	ENSMUSG00000022346	ENSMUSG00000019256	ENSMUSG00000026890	ENSMUSG00000002393	ENSMUSG00000038151	ENSMUSG00000015522	ENSMUSG00000040289	ENSMUSG00000030544	ENSMUSG00000030199
ENSMUSG00000069378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044167	8.3261213143706	7.73706846035811	0	0	0	7.35144916655428	0	0	0	0	0	0	0	0	0	0	0	0	9.15120744921448	0	10.8798791822307	0	7.36238230949789	0	0	12.4320547334031	0	0	0	0	0	0	0	0	6.55880213697601	0	0	0	0	0	0	0	0	0	12.7872482027423	0	10.783864058669	0	0	5.20853794802479	0	0	0	0	0	0	0	0	0	3.77829398610112	0	0	0	0	0	0	0	0	0	0	4.80966409035346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02225311047889	0	0	0	0	2.68041504324141	0	0	0	0
ENSMUSG00000031103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006311	13.4944048945389	12.6700815708025	0	0	0	1.37556371324655	0	0	0	3.22948551620427	3.7204382677144	9.89783833948639	0	1.41149560032673	0	0	5.23765593786674	0	5.11169226928373	0	19.3508864719336	0	9.66343236903973	0	0	10.8842223513554	0	15.6462109421003	0	0	0	0	0	0.793001900711591	11.4773001544998	0	3.81907560698498	0	0	11.918417038324	0	0	9.23326451436643	0	9.45684492703364	0	0	0	0	7.55384699579725	0	0	0	2.86993325567368	0	0	0	0	0	14.3602907010785	0	0	0	0	0	0	0	0	0	2.23782386134613	0	0	0.859059756435777	0	0	0	14.2567827392279	0	0	0	0	0	0	0	0	0	0	0	0	6.72550703617754	6.43867783528893	0	0	0	0	0	0	0	0	0
ENSMUSG00000055435	0	0	0	0	0	3.02652211117196	0	0	0	4.33226139502751	2.43887463278838	8.78571310836017	0	0.97094922770281	0	0	0	0	3.15590257863292	0	0	0	1.93685238276717	0	0	0	6.94553625494471	3.87360951532992	0	0	2.03137928948274	6.57766615146139	0	0	0	0	6.06191173330874	0	1.36111652924496	1.73967556342751	0	0	0	0	0.505820345850506	0	0	6.43244628387815	0	4.47658128641397	0	0	0	4.69284008332171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68145401126321	0	0	1.62079315865154	0	0	9.04540409929213	4.98182030372504	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13315399665192	0	0	0	0	0	0	0	6.98283835011884	0
ENSMUSG00000022895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053477	0	5.77540758208786	0	0	0	0	0	0	0	0	0	9.7997395559718	0	0	0	0	2.89138171024011	0	0	0	0	0	13.166806560111	0	0	7.95045240956869	2.64658611603971	7.04500747321575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8823532368128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9130154512956	0	0	0	0	0	0	0	1.10991242524397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312607504271481	0	0	0	0
ENSMUSG00000018604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81520190393494	0	0	0	0	1.56567996756478	0	0	10.7904493786714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008398	8.82116993000166	0	0	0	0	3.38107593386491	0	0	0	11.2658572218068	0	8.90804064155818	0	0	0	0	0	0	0	0	0	0	14.5782953548884	0	0	0	0	0	0	0	0	0	0	0	2.67711893200836	0	7.58929908749604	0	0	0	0	0	15.7005740033537	0	0.0213814734277267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0503260986462	0	0	0	0	0	0	0	0	0	10.0076952552724	0	0	3.67896990838691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024238	12.8419300214337	9.57624374358842	4.28305195659678	0	0	14.7267560143735	0	9.73936466312357	0	7.09380553528509	0	7.21311391881688	0	7.94857474605636	0	0	10.8877020424216	0	12.0905614395819	0	11.2888439046066	0	0	12.2765936557128	0	7.60475730733024	1.31894741439128	6.75037809308481	0	0	2.08178735140773	14.6170564155768	0	0	10.8068364093783	0	4.94789192591894	0	3.4559258786475	3.38940838408236	0	1.97287018446847	0	0	17.6925161283976	0	6.47033687770203	1.16016971296955	0	11.4021113857622	0	0	0	4.73054421367696	0	0	0	0	0	1.28083957975477	0	0	0	0	0	0	0	0	0	6.1955885698426	1.4652470184737	0	5.7515733049313	0	0	11.8883826442817	12.4678768279824	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7632524983435	0	0	0	0	7.45214503854719	0	0	8.47796154086774	0
ENSMUSG00000027684	12.9204947396874	0	0	0	0	9.25923611186841	0	0	0	0	0	0	0	0	0	0	4.60888025463759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.07656167315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.84613225760629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8622558807866	0	0	0	0	5.51422131101204	0	0	0	0
ENSMUSG00000062327	10.7668304523604	0	0	0	0	0	0	0	0	12.0647709792644	0	1.58074319083597	0	0	0	0	0	0	1.64210308636485	0	0	0	2.29317804823163	5.06039638844153	0	1.00476643975515	0.138131557695412	0	0	0	2.31013778461002	0	0	0	10.9804852419393	0	0	0	0	0.801791557482239	0	0	0	0	12.5639589391569	0	0	0	0	0	0	0	0	15.4734473892892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99371304431505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06644120471144	0	0	0	0	0	0	0	0	18.2858921345827	0
ENSMUSG00000028565	0	0.805875304527571	0	0	0	3.20302622021208	0	0	0	6.22220195403633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4138007909555	0	0	0	0	0	0	0	0	0	0	0	0	4.43399160634502	0	0	0	0	0	0	0	0	0	2.18582055131736	0	0	0	8.69852942406503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63443605479476	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81589833838679	0	0	0	0	0	0	0	5.58716979118489	0
ENSMUSG00000000078	6.95193860291742	4.00820655136707	0	0	0	3.17800105515983	0	6.3259920171035	0	4.58870679456829	7.44617864023944	9.0267749144944	0	7.41707074229747	0	0	7.04609516113682	0	0.556767721870891	8.00418079400601	1.84172236747955	0	0.136717486688038	0.891165663489421	0	8.70084383075087	0	2.87495188787788	0	0	10.1558762541912	7.30451192773437	0.106972055955503	6.73602813586379	5.74989101199074	0	4.72239035323217	0	2.50789436748737	9.40660774413279	0	8.5145686931047	7.04703896932743	0	7.00820829540454	0	6.94825486918563	11.0902804161949	0	2.30313643813029	0	0	0	9.91736665183628	0	0	0	0	0	8.30865730463189	0	0	0	0	0	0	0	0	0	5.53127508510071	9.32209623388983	0	7.01621129275918	0	0	4.58590340548397	0.279725144299693	0	0	0	0	0	0	0	0	0	0	0	0	5.24736699773198	5.83700459655064	0	0	0	0	1.29426461262328	0	0	0	0
ENSMUSG00000023902	0	0	0	0	0	0	0	0	0	6.58218507553678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0051313980631	0	0	0	0	0	0	0	0	0	0	0	0	11.324307016841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038227	7.48516313411582	0	0	0	0	0	0	0	0	0	0	10.1690891845855	0	0.977807918171634	0	0	0	0	0	0	0	0	0.520412441418204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6357027829889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4830399462879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024985	14.6799562990397	2.34250714754804	0	0	0	0.173148325341852	0	4.10828130228911	0	8.92338792377988	5.36322216763484	14.7465695322166	0	3.26445331489774	0	0	5.40746474267392	0	13.89940338717	2.82697635794497	6.43633578030799	0	11.1573942711381	13.5945173404787	0	8.45641349745004	8.34263942676791	11.6510688636671	0	0	0	0	11.4974756946934	0	13.4311805190448	0	5.93392976847233	0	8.81776794329912	8.88654183039518	0	0	0	0	14.4017244021709	0	6.42837200323128	13.1093805993167	0	10.7299330617139	0	0	0	11.1962533545413	0	0	0	0	0	6.19724398440456	0	0	0	0	0	0	0	0	0	1.08783546746958	8.49291006534767	0	7.77747771918007	0	0	0.734564524441519	13.211299989635	0	0	0	5.51064206325953	0	0	0	0	0	0	0	0	9.2963347303968	12.8187045723883	0	0	0	0	6.69295864868165	0	0	0	0
ENSMUSG00000053007	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10913274209437	0	0	2.65606924315705	0	2.12623267957309	13.2318747180746	2.5378967062504	0	4.08393375064408	10.7228333714954	0	0	1.45078480923938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9775268004377	0	0	10.8261507400077	0	5.32200082437073	0	0	0	0	0	0	0	0	0	0	0	0	2.81196352790242	0	0	0	0	0	0	0	0	0	0	0	0	17.0256453371936	0	0	5.99003442307281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040929	0	6.84542120832628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2612136110342	0	0	0	11.6450092973646	11.3805194855165	0	0	0	10.1500683210327	0	0	2.14526995367618	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9393787939132	0	0	8.92305682162174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.36872781350114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024406	9.24668552869619	9.53228591762682	7.95090397048584	0	0	0	0	4.9216909511078	0	10.5264238764156	0	1.86235517056582	0	5.9573412469197	0	0	9.03780336518227	0	0.750411995480071	2.64366011654545	6.05899437157462	0	7.84713315910489	1.33743969189779	0	1.56176758628198	8.47894360373003	0	0	0	11.8244788299395	12.7503614580372	3.07123009950991	0.617808960338286	8.25582316362425	0	0	0	12.4134099177833	0.645028475158001	0	0	0	0	9.85272667749362	0	7.46771920678228	12.8952202726106	0	8.92517444285689	0	0	0	15.5589746236697	0	0	0	0	0	13.9924973744055	0	0	0	0	0	0	0	0	0	0.395627171434312	10.3235832096245	0	8.36161075534391	0	0	0	5.1661003473573	0	0	0	0	0	0	0	0	0	0	0	0	2.25130849728103	0	0	0	0	0	4.96067344007938	0	0	0	0
ENSMUSG00000020484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000094	0.650391772883594	0	0	0	0	0	0	0	0	1.27850180007478	0	0	0	0	0	0	0	0	0	0	0	0	2.84884214777537	0	0	0	0	0	0	0	0	9.0269405165328	0	0	0	0	0	0	0	1.90010028891321	0	0	0	0	6.9165065983119	0	0	0	0	0	0	0	0	11.2689915141602	0	0	0	0	0	10.6502028809404	0	0	0	0	0	0	0	0	0	8.92176219546683	0	0	0.44537366695339	0	0	0	0	0	0	0	1.75438435918731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0467984120435	0
ENSMUSG00000024140	11.3134907457895	0	0	0	0	0.063158746715933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69221537626974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.28642218432617	0	0	0	0	0	0	0	0	0	5.66904401474398	0	0	0	0	0	0	0	0	0	0	5.6165692780017	0	11.1464809440547	0	0	0	2.05730780170829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
